time,setpoint,measured_position,error,raw_voltage,voltage_command
0.224000,90.000000,71.769096,18.398315,4.004790,4.004790
0.225000,90.000000,71.935097,18.230904,3.970837,3.970837
0.226000,90.000000,72.099701,18.064903,3.937170,3.937170
0.227000,90.000000,72.262917,17.900299,3.903785,3.903785
0.228000,90.000000,72.424751,17.737083,3.870682,3.870682
0.229000,90.000000,72.585220,17.575249,3.837859,3.837859
0.230000,90.000000,72.744339,17.414780,3.805313,3.805313
0.231000,90.000000,72.902115,17.255661,3.773040,3.773040
0.232000,90.000000,73.058563,17.097885,3.741040,3.741040
0.233000,90.000000,73.213692,16.941437,3.709308,3.709308
0.234000,90.000000,73.367508,16.786308,3.677844,3.677844
0.235000,90.000000,73.520020,16.632492,3.646646,3.646646
0.236000,90.000000,73.671242,16.479980,3.615712,3.615712
0.237000,90.000000,73.821182,16.328758,3.585040,3.585040
0.238000,90.000000,73.969856,16.178818,3.554627,3.554627
0.239000,90.000000,74.117264,16.030144,3.524471,3.524471
0.240000,90.000000,74.263428,15.882736,3.494571,3.494571
0.241000,90.000000,74.408356,15.736572,3.464924,3.464924
0.242000,90.000000,74.552063,15.591644,3.435527,3.435527
0.243000,90.000000,74.694550,15.447937,3.406377,3.406377
0.244000,90.000000,74.835823,15.305450,3.377475,3.377475
0.245000,90.000000,74.975899,15.164177,3.348818,3.348818
0.246000,90.000000,75.114784,15.024101,3.320405,3.320405
0.247000,90.000000,75.252495,14.885216,3.292232,3.292232
0.248000,90.000000,75.389038,14.747505,3.264298,3.264298
0.249000,90.000000,75.524429,14.610962,3.236600,3.236600
0.250000,90.000000,75.658676,14.475571,3.209136,3.209136
0.251000,90.000000,75.791779,14.341324,3.181903,3.181903
0.252000,90.000000,75.923752,14.208221,3.154903,3.154903
0.253000,90.000000,76.054611,14.076248,3.128131,3.128131
0.254000,90.000000,76.184357,13.945389,3.101585,3.101585
0.255000,90.000000,76.312996,13.815643,3.075265,3.075265
0.256000,90.000000,76.440544,13.687004,3.049169,3.049169
0.257000,90.000000,76.567009,13.559456,3.023294,3.023294
0.258000,90.000000,76.692406,13.432991,2.997638,2.997638
0.259000,90.000000,76.816742,13.307594,2.972200,2.972200
0.260000,90.000000,76.940025,13.183258,2.946976,2.946976
0.261000,90.000000,77.062263,13.059975,2.921965,2.921965
0.262000,90.000000,77.183464,12.937737,2.897166,2.897166
0.263000,90.000000,77.303642,12.816536,2.872577,2.872577
0.264000,90.000000,77.422791,12.696358,2.848196,2.848196
0.265000,90.000000,77.540924,12.577209,2.824023,2.824023
0.266000,90.000000,77.658058,12.459076,2.800056,2.800056
0.267000,90.000000,77.774200,12.341942,2.776292,2.776292
0.268000,90.000000,77.889359,12.225800,2.752728,2.752728
0.269000,90.000000,78.003540,12.110641,2.729364,2.729364
0.270000,90.000000,78.116745,11.996460,2.706198,2.706198
0.271000,90.000000,78.228996,11.883255,2.683230,2.683230
0.272000,90.000000,78.340286,11.771004,2.660455,2.660455
0.273000,90.000000,78.450630,11.659714,2.637875,2.637875
0.274000,90.000000,78.560036,11.549370,2.615486,2.615486
0.275000,90.000000,78.668518,11.439964,2.593288,2.593288
0.276000,90.000000,78.776077,11.331482,2.571277,2.571277
0.277000,90.000000,78.882729,11.223923,2.549453,2.549453
0.278000,90.000000,78.988480,11.117271,2.527812,2.527812
0.279000,90.000000,79.093323,11.011520,2.506355,2.506355
0.280000,90.000000,79.197273,10.906677,2.485081,2.485081
0.281000,90.000000,79.300346,10.802727,2.463989,2.463989
0.282000,90.000000,79.402534,10.699654,2.443074,2.443074
0.283000,90.000000,79.503845,10.597466,2.422338,2.422338
0.284000,90.000000,79.604301,10.496155,2.401780,2.401780
0.285000,90.000000,79.703896,10.395699,2.381396,2.381396
0.286000,90.000000,79.802635,10.296104,2.361186,2.361186
0.287000,90.000000,79.900543,10.197365,2.341149,2.341149
0.288000,90.000000,79.997620,10.099457,2.321281,2.321281
0.289000,90.000000,80.093864,10.002380,2.301581,2.301581
0.290000,90.000000,80.189293,9.906136,2.282050,2.282050
0.291000,90.000000,80.283913,9.810707,2.262684,2.262684
0.292000,90.000000,80.377724,9.716087,2.243482,2.243482
0.293000,90.000000,80.470734,9.622276,2.224444,2.224444
0.294000,90.000000,80.562950,9.529266,2.205569,2.205569
0.295000,90.000000,80.654381,9.437050,2.186854,2.186854
0.296000,90.000000,80.745033,9.345619,2.168299,2.168299
0.297000,90.000000,80.834915,9.254967,2.149901,2.149901
0.298000,90.000000,80.924042,9.165085,2.131659,2.131659
0.299000,90.000000,81.012405,9.075958,2.113571,2.113571
0.300000,90.000000,81.100021,8.987595,2.095637,2.095637
0.301000,90.000000,81.186890,8.899979,2.077854,2.077854
0.302000,90.000000,81.273026,8.813110,2.060223,2.060223
0.303000,90.000000,81.358437,8.726974,2.042741,2.042741
0.304000,90.000000,81.443115,8.641563,2.025405,2.025405
0.305000,90.000000,81.527077,8.556885,2.008218,2.008218
0.306000,90.000000,81.610321,8.472923,1.991176,1.991176
0.307000,90.000000,81.692856,8.389679,1.974280,1.974280
0.308000,90.000000,81.774696,8.307144,1.957527,1.957527
0.309000,90.000000,81.855843,8.225304,1.940915,1.940915
0.310000,90.000000,81.936302,8.144157,1.924444,1.924444
0.311000,90.000000,82.016083,8.063698,1.908112,1.908112
0.312000,90.000000,82.095192,7.983917,1.891917,1.891917
0.313000,90.000000,82.173622,7.904808,1.875859,1.875859
0.314000,90.000000,82.251389,7.826378,1.859938,1.859938
0.315000,90.000000,82.328484,7.748611,1.844151,1.844151
